id,editionNumber,year
9047272432012,14,2007
9047272822018,30,2015
9047272832019,31,2016
9047272582016,26,2013
9047272802018,31,2016
9047272782018,37,2019
9047272352004,37,2019
9047272472016,34,2017
9047273552018,30,2015
9047273372000,22,2014
9047273532016,20,2014
9047275582014,24,2015
9047275172000,18,2013
9047275182001,9,2010
9047275682017,18,2013
9047275702018,18,2013
9047275512012,1,2005
9047277752018,40,2018
9047277652013,19,2013
9047277592010,32,2016
9047277672014,3,2007
9047277642012,40,2018
9047277582009,21,2014
9047277572009,43,2019
9047277772019,5,2008
9047277532007,2,2006
9047277602010,15,2012
9047277712016,25,2015
9047277662013,24,2015
9047277692015,38,2017
9047277742017,32,2016
9047277612011,12,2011
9047277762018,1,2005
9047277702015,24,2015
9047277732017,28,2004
9047277682014,20,2016
9047277622011,4,2000
9047277562008,15,2011
9047277552008,20,2016
9047277722016,17,2013
9047277632012,22,2018
9047277512006,4,2000
904727821941997,5,2010
904727858342010,5,2010
904727882272017,5,2010
904727881852017,5,2010
904727881842017,5,2010
904727858332010,5,2010
904727832142002,5,2010
904727877782016,5,2010
904727877712016,5,2010
9047279212018,5,2010
9047279152012,5,2010
9047279132010,5,2010
9047279172014,5,2010
9047279202017,4,2001
9047279112008,11,2008
904727972004,10,2007
9047279182015,9,2006
9047279222019,11,2008
904727921999,1,1998
904727932000,8,2005
9047279142011,20,2017
904727992006,10,2007
9047280322005,8,2005
9047280682017,2,1999
9047280502011,6,2003
9047280332005,5,2002
9047280522012,10,2008
9047280472010,12,2008
9047280372007,20,2017
9047280662016,13,2010
9047281122005,13,2010
9047281112004,4,2001
9047283172007,17,2014
90472851092008,4,2010
90472851022005,12,2018
90472851272014,5,2011
9047285852000,5,2011
90472851042006,9,2015
90472851222012,7,2013
90472851262014,5,2011
9047287182001,3,2009
9047287192002,5,2011
9047288342017,12,2018
9047288332016,9,2015
9047287262009,6,2012
9047287292012,4,2018
9047287172000,4,2018
9047287252008,1,2015
9047287212004,4,2018
9047288322015,4,2018
9047287141997,4,2018
9047287282011,4,2018
9047287232006,61,2006
9047288312014,61,2006
9047287111994,70,2015
9047287272010,73,2018
9047287222005,64,2009
9047288302013,73,2018
9047287242007,73,2018
9047288352018,63,2008
9047289242014,62,2007
9047289222012,73,2018
9047289272017,63,2008
9047289142004,54,1999
9047289252015,72,2017
9047289282018,30,2018
9047289212011,3,2002
9047289262016,7,2006
9047289202010,5,2014
9047289232013,5,2014
9047289192009,19,2016
9047289112001,30,2018
9047289152005,10,2002
9047289132003,15,2007
9047289182008,12,2004
9047289162006,9,2001
9047294292015,10,2002
9047294262012,6,1998
9047294312017,16,2008
9047294322018,20,2012
9047294222008,3,1995
9047295112017,18,2010
9047298122018,18,2010
904729892015,6,1998
904729852011,17,2009
904729822008,22,2014
904729842010,13,2005
904729872013,14,2006
9047298112017,25,2017
9047298102016,24,2016
904730061995,22,2014
904730282017,18,2010
904730222011,23,2015
9047304772008,1,1993
9047304822013,14,2006
9047304812012,16,2008
9047304852016,25,2017
9047304802011,21,2013
9047304742005,13,2005
9047304862017,9,2001
9047304842015,6,1998
904730592017,21,2013
904730582016,21,2013
9047305112019,26,2018
904730552013,24,2016
9047305102018,13,2005
904730942014,6,1998
904731132012,11,2003
9047312722015,11,2003
9047314302015,18,2010
9047314212006,22,2014
9047314282013,18,2010
9047314272012,18,2010
9047314232008,24,2016
9047314222007,27,2019
904731321994,10,2002
9047313202005,20,2012
904731341994,12,2004
9047314242009,20,2012
9047314322017,23,2015
9047314292014,17,2009
904731371995,19,2011
9047314312016,18,2010
9047314262011,17,2009
9047314252010,26,2018
904731632014,16,2008
904731642015,14,2006
904731612012,16,2008
904731720092009,2,1994
904731720032003,9,2001
904731720102010,24,2016
904731720132013,22,2014
904731720152015,18,2010
904731720142014,13,2005
904731720162016,24,2016
904731720022002,23,2015
904731720112011,10,2002
904731720052005,17,2009
904731720072007,12,2004
904731720082008,23,2015
904731720042004,25,2017
904731720062006,19,2011
904731720172017,18,2010
904731720012001,22,2014
904731720122012,13,2005
9047318461992,13,2005
9047318802003,18,2010
9047318371989,7,1999
904731942017,18,2010
904731952018,8,2000
904731912014,15,2007
904731922015,24,2016
904731932016,6,1998
9047321222010,19,2011
9047321292017,20,2012
9047320162004,14,2006
9047321282016,11,2003
9047321212009,8,2000
9047321302018,20,2012
9047321242011,21,2013
9047321262014,26,2018
9047321272015,19,2011
9047321192007,1,1993
904732081996,15,2007
9047321202008,22,2014
9047321242012,21,2013
9047321252013,2,1994
9047321232011,16,2008
9047320122000,6,1998
9047321182006,19,2011
904732041992,18,2010
904732091997,22,2014
9047320172005,17,2009
9047321142002,20,2012
9047320101998,14,2006
9047321152003,23,2015
9047320111999,22,2014
904732051993,9,2001
904732061994,8,2000
904732212009,23,2015
90473231772006,27,2019
90473231852007,24,2016
90473232182012,13,2005
90473233322018,21,2013
90473232152009,10,2002
90473233042017,8,2000
90473232532015,13,2005
90473231662005,9,2001
90473232182011,20,2012
90473233202018,23,2015
90473232172011,25,2017
90473233132017,11,2003
90473233512019,21,2013
90473231722006,15,2007
90473232572015,18,2010
90473232172010,20,2012
90473232112009,19,2011
90473232192013,23,2015
90473231712005,20,2012
90473233242018,22,2014
90473233472019,18,2010
90473231932007,9,2001
90473232122009,24,2016
90473231542004,10,2002
90473232632015,25,2017
90473232152010,6,1998
90473232932017,23,2015
90473232662015,14,2006
90473232132009,16,2008
90473232022008,21,2013
90473231822006,18,2010
90473231492004,19,2011
90473233152017,25,2017
90473232312014,11,2003
90473232432014,12,2004
90473232562015,11,2003
90473232292014,8,2000
90473233392018,23,2015
90473231322002,26,2018
90473232082009,20,2012
90473233332018,5,1997
90473232162010,26,2018
90473233482019,26,2018
90473232692015,25,2017
90473232502015,24,2016
90473232582015,19,2011
90473232362014,18,2010
90473232732016,13,2005
90473233382018,19,2011
90473232212013,4,1996
90473233292018,23,2015
90473231882007,11,2003
90473231972008,13,2005
90473232982017,13,2005
90473232242013,25,2017
9047323961998,26,2018
90473233282018,4,1996
90473232142009,23,2015
90473231112000,15,2007
90473231612005,6,1998
90473232342014,13,2005
90473233432019,18,2010
90473233352018,21,2013
90473231762006,22,2014
90473232272014,22,2014
90473233422019,10,2002
90473231872007,10,2002
90473231752006,25,2017
90473231502004,30,2018
90473232052008,26,2014
90473233112017,29,2017
90473233372018,28,2016
90473232472014,7,2002
90473232592015,10,2005
90473232912016,6,2001
90473232192012,5,2011
90473232282014,31,2014
90473232422014,36,2019
90473232092009,6,1989
90473232332014,28,2011
90473233212018,30,2013
90473232202013,22,2005
90473233362018,35,2018
90473231902007,30,2013
90473231992008,31,2014
90473232742016,8,1991
90473231692005,9,1992
90473232902016,7,1990
90473232522015,11,2015
90473233192018,30,2013
90473232372014,34,2017
90473231672005,26,2009
90473233072017,32,2015
90473233462019,35,2018
90473233402019,35,2018
90473231572004,35,2018
90473233012017,27,2010
90473232352014,8,2014
90473233262018,8,2014
90473232382014,10,2016
90473232822016,12,2018
90473231912007,6,2012
90473232032008,8,2014
90473232442014,10,2016
90473232232013,13,2019
90473233492019,12,2018
90473233172018,11,2017
90473231892007,9,2015
90473232612015,10,2016
90473231562004,12,2018
90473232002008,11,2017
90473231792006,8,2014
9047326472013,8,2014
9047326442012,11,2017
9047326142001,9,2015
9047326512015,7,2013
9047326312008,7,2013
9047326172002,6,2012
9047326302008,9,2015
9047326282007,10,2016
9047326492014,12,2018
9047327252011,5,2011
9047327242010,10,2016
9047327292015,8,2014
9047327272013,6,2012
9047327262012,8,2014
9047327312017,8,2014
9047327202006,8,2014
9047327222008,11,2017
9047327322018,12,2018
9047327212007,11,2017
9047327121998,8,2014
9047327232009,6,2012
904732891995,11,2017
9047327152001,8,2014
9047327332019,12,2018
9047329262013,9,2015
9047330102005,12,2018
9047330152010,12,2018
9047333632017,12,2018
9047333482002,12,2018
9047333622016,8,2014
9047333602014,10,2016
9047333512005,12,2018
9047333642018,8,2014
9047333542008,12,2018
9047333502004,10,2016
9047333562010,7,2013
9047334332014,11,2017
9047334342015,10,2016
9047334292010,12,2018
9047334322013,8,2014
9047334282009,12,2018
9047334372018,10,2016
9047334362017,9,2015
9047334302011,10,2016
9047334312012,8,2014
9047334352016,11,2017
904733572016,7,2013
904733562015,10,2016
904733542013,10,2016
904733582017,10,2016
904733552014,5,2011
904733592018,7,2013
9047336682003,8,2014
9047336742009,8,2014
9047336832018,6,2012
9047336692004,8,2014
9047337392007,11,2017
9047337502018,7,2013
9047338152015,10,2016
904734082014,13,2019
9047340122018,8,2014
904734072013,7,2013
9047340112017,10,2016
904734062012,11,2017
9047340102016,7,2013
904734092015,12,2018
9047341102016,9,2015
904734132009,7,2013
9047341122018,2,2009
904734192015,6,2013
904734182014,4,2011
9047341112017,4,2011
90473421622014,8,2015
90473421542006,5,2012
90473421812015,58,2003
904734237/381992,68,2008
90473421572009,75,2012
90473421782014,73,2011
90473421552007,51,2000
90473421602012,9,1997
90473422392018,54-I,2007
90473421392004,57-II,2010
90473422382018,62-II,2015
90473421582010,51-I,2004
90473422142016,57-II,2010
90473421452005,60-II,2013
90473421562008,63-I,2016
90473421802015,58-II,2011
90473421592011,63-I,2016
90473421942015,58-I,2011
90473421652014,58-I,2011
90473422502018,56-I,2009
90473422512018,61-I,2014
90473421612013,60-II,2013
9047342411993,54-I,2007
90473422202017,57-I,2010
904734552018,64-II,2017
904734512014,54-I,2007
904734522015,66-I,2019
904734542017,57-II,2010
904734532016,60-I,2013
9047346112018,54-I,2007
9047346122019,61-I,2014
904734762018,51-I,2004
9047348512010,57-I,2010
904734932004,58-I,2011
9047349132014,55-II,2008
904734952006,61-I,2014
904734982009,59-II,2012
9047349102011,62-I,2015
904734922003,60-II,2013
9047350452017,62-I,2015
9047350442017,65-II,2018
9047350452018,60-I,2013
9047350382011,59-II,2012
9047350362009,58-I,2011
9047350402013,65-I,2018
9047350432016,61-I,2014
9047350372010,60-II,2013
9047350412014,55-II,2008
9047350422015,54-I,2007
9047350392012,64-II,2017
90473511022011,58-II,2011
90473511392015,61-I,2014
90473511242014,52-II,2005
90473511042012,65-II,2018
90473511112012,64-II,2017
90473511062012,53-I,2006
90473511162013,64-I,2017
90473511002009,64-II,2017
90473511492016,58-I,2011
90473511362015,58-I,2011
90473511682018,65-I,2018
90473511622017,64-II,2017
90473511222013,58-II,2011
90473511212013,53-I,2006
90473511092012,57-II,2010
9047352522016,62-I,2015
9047352482012,65-I,2018
9047352512015,54-II,2007
9047352532017,54-I,2007
9047352502014,54-I,2007
9047352542018,60-II,2013
9047352472011,63-II,2016
9047352492013,65-I,2018
904735362007,59-I,2012
9047355142005,52-I,2005
9047355242015,54-II,2007
904735622006,61-I,2014
904735632008,58-I,2011
9047357122007,58-II,2011
9047358112006,52-II,2005
9047359182012,64-II,2017
9047359312016,59-I,2012
9047359162010,54-II,2007
9047359442018,64-I,2017
9047361262016,65-II,2018
904736092004,57-II,2010
904736062001,61-I,2014
9047361192014,60-II,2013
904736127-282016,65-II,2018
9047361442019,58-II,2011
9047362132018,65-I,2018
9047362122017,62-II,2015
904736282013,57-I,2010
904736242009,56-I,2009
9047364771997,57-II,2010
90473641732019,64-II,2017
90473641352012,65-I,2018
9047364801998,56-I,2009
9047364741996,55-II,2008
9047366192012,62-I,2015
9047366242017,57-I,2010
9047366212014,65-II,2018
904736692002,62-I,2015
9047366252018,56-I,2009
9047366182011,66-I,2019
9047366102003,60-I,2013
904736661999,53-II,2006
904736611994,59-II,2012
9047366122005,56-II,2009
9047366222015,52-I,2005
9047366112004,55-II,2008
9047366162009,54-I,2007
9047366202013,63-I,2016
9047366232016,64-II,2017
904736762009,7,2013
9047368132003,3,2009
904736891999,1,2007
9047368182008,4,2010
904736881998,2,2008
9047368252015,5,2011
9047368212011,12,2018
9047368232013,7,2013
9047368242014,3,2009
9047368192009,5,2011
9047368172007,3,2009
9047368112001,2,2008
904736851995,3,2009
904736841994,8,2014
9047368122002,10,2003
9047368102000,31,2011
904737032004,6,2012
9047370142015,2,2008
9047370122013,4,2010
904737092010,17,2003
9047370272018,32,2018
904737062007,29,2015
9047370302018,27,2013
9047370112012,31,2017
9047371432013,32,2018
9047371492019,28,2014
9047371462016,29,2015
9047371452015,25,2011
9047371482018,23,2009
9047371442014,32,2018
9047371472017,27,2013
904737242012,2,2004
904737252013,4,2007
904737232011,2,2011
904737262014,1,2010
904737292017,11,2017
904737282016,3,1996
9047374332005,13,2006
9047374322004,25,2018
9047374542012,23,2016
9047374722016,16,2009
9047374832017,13,2006
9047374762017,,2005
9047374312004,18,2011
9047374642015,25,2018
904737431991,2,1995
9047374852018,3,1996
9047374522011,,2005
9047374242002,5,1998
9047374342005,25,2018
904737582012,1,1994
904737552009,18,2011
904737672008,18,2011
904737642005,20,2013
9047376162017,25,2018
9047376132014,25,2018
9047376142015,8-S,2017
9047376172018,4,2013
904737662007,7,2016
9047376122013,8-S,2017
9047376152016,4,2017
9047376102011,4,2013
904737682009,8,2017
9047376112012,6,2015
9047377112018,8,2017
904737782015,7,2016
904737772014,8,2017
904737712008,7,2016
904737762013,4,2013
9047377102017,8,2017
904737742011,7,2016
9047378142009,9,2018
904737892004,8,2017
904737862001,5,2014
9047378192014,2,2011
904737882003,7,2016
9047378162011,4,2013
9047378102005,3,2012
9047378152010,4,2013
904737831998,6,2015
9047378122007,3,2012
9047378172012,9,2018
9047378182013,9,2018
9047378232018,9,2018
904737852000,8,2017
9047378222017,9,2018
9047378212016,9,2018
904737872002,3,2012
904737821997,2,2011
904737811996,4,2013
9047378132008,2,2011
904737841999,9,2018
9047378202015,6,2015
9047378112006,7,2016
9047379182016,4,2013
904737952003,7,2016
904738082012,6,2015
904738120122012,9,2018
904738120172017,7,2016
904738120152015,3,2012
904738120072007,10,2019
904738120182018,1,2010
9047382242006,5,2014
9047382212003,4,2013
9047382252007,2,2011
9047382222004,5,2014
9047384122017,10,2019
904738472012,7,2016
9047384102015,10,2019
9047386632016,5,2014
9047386652018,6,2015
9047386642017,3,2012
9047386391992,8,2017
9047386542007,6,2015
9047386552008,6,2015
9047386592012,9,2018
9047386662019,7,2016
9047386622015,7,2016
9047386602013,7,2016
9047386482001,4,2013
9047386532006,5,2014
9047386562009,5,2014
9047386441997,1,2010
9047386421995,4,2013
9047386582011,7,2016
9047386572010,2,2011
9047386472000,9,2018
9047386612014,6,2015
9047386492002,5,2014
9047386522005,4,2013
9047386461999,6,2015
904738792017,1,2010
904738962016,5,2014
904738952014,7,2016
904738972017,4,2013
904738982018,2,2011
9047390192009,9,2018
9047390252015,6,2015
9047390252017,7,2016
904739192017,10,2019
904739142012,9,2018
904739132011,4,2013
904739272008,5,2014
9047392112012,4,2013
904739232004,7,2016
9047392122013,4,2013
9047392162017,7,2016
904739222003,4,2013
9047392152016,6,2015
9047392172018,9,2018
9047392142015,8,2017
904739262007,8,2017
904739252006,9,2018
904739282009,6,2015
904739322009,6,2015
904739312008,8,2017
904739332010,7,2016
904739372014,5,2014
904739382015,6,2015
9047393102017,6,2015
9047394122006,8,2017
9047394192013,8,2017
9047394112005,9,2018
9047394202014,7,2016
9047394242018,4,2013
904739441998,9,2018
9047394182012,8,2017
9047394142008,4,2013
904739482002,3,2012
9047394222016,5,2014
9047394232017,8,2017
9047394172011,9,2018
9047394162010,5,2014
904739431997,6,2015
9047394152009,5,2014
9047394102004,9,2018
9047394252019,3,2012
9047394212015,7,2016
904739462000,4,2013
904739472001,9,2018
904739411995,28,2001
9047394132007,40,2012
904739451999,25,1997
904739421996,42,2015
904739492003,45,2017
9047396162017,39,2011
9047396122013,42,2014
9047396102011,43,2015
9047396172018,46,2018
9047396152016,43,2015
904739642005,40,2012
904739632004,43,2015
904739672008,42,2014
9047396142015,37,2009
9047396132014,45,2017
904739612002,46,2018
904739682009,40,2013
904739692010,39,2011
9047396112012,43,2015
904739662007,2,2018
904739622003,2,2018
904739652006,1,2017
9047396182019,1,2006
904739732013,4,2014
904739842018,18,2016
904739812015,20,2018
904739822016,11,2009
904739832017,14,2012
904739992018,17,2015
904739942013,20,2018
904739982017,14,2012
9047400332008,18,2016
9047400312008,20,2018
9047400612018,20,2018
9047400352009,13,2011
9047400252006,18,2016
9047400482013,17,2015
904740352017,17,2015
904740332015,16,2014
904740342016,19,2017
904740362018,16,2014
9047405262016,17,2015
9047405122002,19,2017
9047405192009,15,2013
9047405172007,19,2017
9047407282018,18,2016
9047407102000,10,2008
9047407232013,20,2018
9047407202010,19,2017
9047407252015,20,2018
9047407272017,18,2016
904740832017,20,2018
904740982007,16,2014
904740922005,16,2014
9047410351997,19,2017
9047410532015,14,2012
9047410552017,20,2018
9047410572019,14,2012
9047410562018,11,2009
9047410522014,19,2017
9047410542016,16,2014
9047410502012,16,2014
9047410301992,18,2016
9047410361998,19,2017
9047410512013,19,2017
9047410442006,9,2007
9047410422004,17,2015
9047410492011,19,2017
9047410331995,17,2015
9047410462008,17,2015
9047410321994,20,2018
9047410382000,13,2011
9047410482010,17,2015
9047410392001,12,2010
9047410452007,18,2016
9047410371999,18,2016
9047410432005,15,2013
9047410341996,17,2015
9047411122017,17,2015
9047412212016,20,2018
9047412222017,14,2012
9047412142009,17,2015
9047412122007,18,2016
9047412202015,17,2015
9047412102005,16,2014
904741282003,18,2016
9047413222016,17,2015
9047413152009,20,2018
9047413242018,8,2006
9047414242016,18,2016
9047414232015,17,2015
9047414192011,18,2016
9047414212013,18,2016
9047414202012,14,2012
90474172812014,18,2016
9047417941996,17,2015
90474171812011,18,2016
9047417641992,11,2002
90474172872014,2,1994
90474171792009,6,1998
90474173012015,8,2000
90474172632014,3,1995
90474171802010,13,2003
9047417991997,18,2005
90474172302013,18,2005
90474173732016,34,2016
90474174782019,31,2013
9047417367-3682016,35,2017
90474174622018,35,2017
90474173722016,2,1994
90474174002017,14,2003
90474173292016,8,2000
90474173542016,11,2018
90474172772014,6,2018
90474172042012,6,2018
90474174142017,47,2015
90474172762014,10,2008
90474171862012,16,2014
90474171852012,17,2016
90474172642014,3,1999
90474174812019,2017,2017
90474174062017,2017,2017
90474172212013,2018,2018
90474171782008,2,2014
90474173872017,14,2018
90474173842017,4,2008
90474171061998,9,2018
90474172822014,5,2014
90474174662018,7,2016
90474172472013,7,2016
90474172362013,1,2005
90474172932015,8,2017
90474172782014,9,2018
90474172592014,1,2009
9047417521990,7,2016
9047417901996,1,2009
90474173172015,8,2017
9047417271982,2,2011
9047417355-3562016,2,2011
90474172082012,2,2011
90474171702005,2,2011
9047417341984,9,2018
90474172032012,1,2005
9047417361-3622016,2,2011
90474173282016,1,2005
90474173022015,8,2017
9047417781994,2,2011
90474173302016,8,2017
90474172892014,7,2016
90474173812017,5,2014
90474171772007,56,2019
9047417370-3712016,38,2014
90474171232000,52,2018
9047417541991,155,2019
9047417358-3592016,142,2017
90474172602014,138,2017
90474171762006,81,2011
9047417460-4612018,79,2009
90474171412002,146,2018
90474172202013,78,2008
90474173482016,79,2009
90474173142015,132,2017
90474174152017,86,2012
90474171242000,86,2012
90474174252018,86,2012
90474173162015,155,2019
9047417711993,155,2019
90474172462013,81,2010
90474173262016,21,2011
90474171362001,24,2014
90474173002015,18,2008
9047417801994,3,2011
90474171832012,2,2010
9047417352-3532016,7,2015
90474171051998,1,2009
90474174082017,1,2009
90474171532003,8,2016
9047417281982,2,2010
90474174232018,28,2013
90474173452016,29,2014
90474172572014,30,2015
90474172972015,22,2007
90474172792014,20,2005
90474173632016,21,2006
90474174292018,21,2006
90474172582014,22,2007
90474174222018,24,2009
9047417445-4462018,27,2012
90474172392013,30,2015
90474172802014,31,2016
90474174182017,50,2001
90474174212017,63,2014
9047417346-3472016,64,2015
90474171892012,44,1995
9047417448-4492018,38,1989
90474172012012,65,2016
90474174752019,37,1988
90474173792017,63,2014
9047417551991,33,1984
90474172292013,53,2004
90474172322013,44,1995
9047417871995,64,2015
90474171482002,36,1987
90474174532018,49,2000
90474174682018,62,2013
90474172522013,63,2014
90474172692014,51,2002
90474173942017,58,2009
90474173742016,64,2015
90474173192015,43,1994
9047417501990,56,2007
90474172072012,65,2016
9047417321984,50,2001
90474171882012,49,2000
90474174762019,66,2017
90474173662016,65,2016
90474171201999,61,2012
90474171992012,65,2016
90474173332016,31,1982
90474174032017,60,2011
90474171922012,65,2016
90474171382001,57,2008
90474173992017,39,1990
90474173252015,48,1999
90474173232015,65,2016
90474172912015,45,1996
9047417791994,45,1996
90474171842012,65,2016
90474171111998,45,1996
90474172382013,41,1992
90474174112017,51,2002
90474174502018,46,1997
90474174732019,62,2013
9047417364-3652016,36,1987
90474171071998,63,2014
90474172622014,47,1998
90474171432002,37,1988
90474174792019,39,1990
90474172282013,37,1988
9047417382-3832017,56,2007
90474174592018,58,2009
90474171542003,47,1998
9047417961997,43,1994
90474174322018,63,2014
90474173902017,63,2014
90474172942015,58,2009
90474172352013,34,1985
9047417851995,53,2004
90474172552014,64,2015
90474174742019,62,2013
90474171452002,65,2016
90474173762017,66,2017
9047417811994,51,2002
9047417691993,62,2013
9047417337-3382016,50,2001
90474174652018,39,1990
90474172922015,59,2010
9047417461988,36,1987
90474172142012,65,2016
90474172502013,61,2012
90474172852014,34,1985
90474173152015,57,2008
9047417433-4342018,44,1995
90474171272000,58,2009
90474173972017,62,2013
9047417311983,46,1997
9047417391986,64,2015
90474171742005,61,2012
90474171712005,43,1994
90474172162012,65,2016
90474174802019,52,2003
90474174092017,64,2015
90474174822019,45,1996
9047417661992,42,1993
90474174722019,53,2004
90474171982012,65,2016
90474174172017,64,2015
90474174692018,52,2003
90474172222013,63,2014
90474174772019,62,2013
90474172412013,50,2001
9047417381986,64,2015
90474171822012,62,2013
90474172882014,65,2016
90474173272016,45,1996
9047419371998,56,2007
9047419432004,56,2007
9047419361997,34,1985
9047420262017,65,2016
9047420112002,62,2013
904742212008,67,2018
9047425142019,61,2012
9047425102017,63,2014
9047425122018,64,2015
904742552013,49,2000
904742572015,37,1988
9047425112017,65,2016
904742582016,63,2014
9047426112005,54,2005
9047426162008,53,2004
9047426292015,47,1998
9047426152007,61,2012
9047426122006,58,2009
9047426312017,63,2014
9047426242012,44,1995
9047426252012,65,2016
9047426222011,61,2012
9047426142007,45,1996
9047426132006,61,2012
9047426322018,64,2015
904742692004,48,1999
9047426232011,37,1988
904742682004,39,1990
9047426262013,63,2014
904742621998,36,1987
9047426212010,37,1988
9047426102005,33,1984
904742972002,42,1993
904742982003,63,2014
904743062012,65,2016
904743092015,59,2010
904743082014,54,2005
904743072013,42,1993
904743052011,59,2010
904743042010,61,2012
9047430122018,65,2016
9047430102016,54,2005
9047432402012,56,2007
9047432422014,63,2014
9047432382010,44,1995
9047432362008,36,1987
9047432392011,63,2014
9047432452017,52,2003
9047432352007,45,1996
9047432412013,63,2014
9047432302002,36,1987
9047432442016,52,2003
9047432472019,56,2007
9047432322004,49,2000
9047432432015,52,2003
9047432332005,50,2001
9047432312003,59,2010
9047432462018,47,1998
9047432211993,55,2006
9047432342006,56,2007
9047432372009,62,2013
904743332018,63,2014
9047435232015,67,2018
9047435262018,46,1997
9047435252017,60,2011
9047435212013,52,2003
9047435242016,35,1986
9047435192011,59,2010
9047435162008,43,1994
9047435272019,44,1995
9047435222014,64,2015
9047435122004,65,2016
904743541996,52,2003
9047435182010,62,2013
904743551997,46,1997
9047435202012,66,2017
9047435152007,65,2016
9047435172009,50,2001
904743582000,49,2000
904743521994,39,1990
9047435112003,66,2017
904743592001,31,1982
9047435142006,59,2010
9047435132005,52,2003
904743511993,49,2000
9047435102002,61,2012
904743561998,68,2019
904743672009,49,2000
9047436162018,57,2008
9047436122014,45,1996
9047436112013,48,1999
9047436102012,64,2015
904743692011,39,1990
9047436132015,58,2009
9047436152017,55,2006
904743662008,39,1990
9047436142016,67,2018
9047438352018,60,2011
9047438302013,43,1994
9047438342017,66,2017
9047438282011,52,2003
9047438151998,45,1996
904743891992,35,1986
9047438141997,36,1987
9047442392007,38,1989
9047442382006,44,1995
904744412010,52,2003
904744422011,63,2014
904744522011,57,2008
9047446182017,47,1998
904744619-S2018,57,2008
9047446102009,58,2009
904744672006,23,1974
9047446112010,63,2014
904744682007,54,2005
9047446172016,43,1994
9047446132012,63,2014
904744692008,47,1998
9047446122011,60,2011
9047446152014,59,2010
9047446142013,52,2003
9047446162015,43,1994
9047446192018,40,1991
904744662005,44,1995
9047446202019,65,2016
9047448abs/1309.39972013,46,1997
9047448abs/0710.47292007,54,2005
9047448abs/1807.073272018,65,2016
9047448abs/1703.106382017,62,2013
9047448abs/1804.007852018,43,1994
9047448abs/1806.063422018,52,2003
9047448abs/0910.54262009,39,1990
9047448abs/1604.050532016,41,1992
9047448abs/1203.51602012,51,2002
9047448abs/1810.114062018,53,2004
9047448abs/1901.055882019,65,2016
9047448abs/1804.069622018,62,2013
9047448abs/1710.080152017,65,2016
9047448abs/1007.12132010,64,2015
9047448abs/1210.82962012,67,2018
9047448abs/1804.001772018,67,2018
9047448abs/1811.104692018,40,1991
9047448abs/1411.27212014,15,1990
9047448abs/1411.14832014,67,2007
9047448abs/1409.56592014,48,2003
9047448abs/1410.42182014,44,2002
9047448abs/0706.38462007,42,2002
9047448abs/1604.027502016,24,2014
9047448abs/1206.38622012,14,2004
9047448abs/1503.053672015,8,2016
9047448abs/1708.066982017,9,2017
9047448abs/1706.017712017,8,2016
9047448abs/1710.016142017,10,2018
9047448abs/1611.069142016,9,2017
9047448abs/1801.045522018,7,2015
9047448abs/1707.027332017,10,2018
9047448abs/1811.073892018,8,2016
9047448abs/1801.015862018,9,2017
9047448abs/1811.044802018,10,2018
9047448abs/1610.007592016,10,2018
9047448abs/1804.012502018,8,2016
9047448abs/1702.080522017,7,2015
9047448abs/0802.27032008,9,2017
9047448abs/1602.008042016,10,2018
9047448abs/1211.04152012,9,2017
9047448abs/1709.012312017,10,2018
9047448abs/1012.25982010,6,2014
9047448abs/1709.087742017,10,2018
9047448abs/1807.032362018,8,2016
9047448abs/1610.013392016,8,2016
9047448abs/1710.108122017,9,2017
9047448abs/1811.113182018,9,2017
9047448abs/1611.014842016,10,2018
9047448abs/1901.110672019,9,2017
9047448abs/1703.054512017,7,2015
9047448abs/0910.46672009,7,2015
9047448abs/1708.079412017,10,2018
9047448abs/1812.040642018,8,2016
9047448abs/1807.110572018,9,2017
9047448abs/1801.032552018,8,2016
9047448abs/1705.065582017,9,2017
9047448abs/1901.039182019,10,2018
9047448abs/1507.044972015,10,2018
9047448abs/cs/05010632005,9,2017
9047448abs/1212.36382012,7,2015
9047448abs/1901.078802019,10,2018
9047448abs/1804.108062018,10,2018
9047448abs/1701.064202017,8,2016
9047448abs/1707.062712017,9,2017
9047448abs/1410.10022014,10,2018
9047448abs/1702.014992017,7,2015
9047448abs/1601.073152016,9,2017
9047448abs/1505.043642015,10,2018
9047448abs/1812.083332018,7,2015
9047448abs/1803.102742018,8,2016
9047448abs/1805.092432018,10,2018
9047448abs/1509.084902015,2,2010
9047448abs/1101.53172011,10,2018
9047448abs/1804.005042018,9,2017
9047448abs/1611.001232016,10,2018
9047448abs/1809.018872018,9,2017
9047448abs/1611.048212016,6,2014
9047448abs/0704.26512007,10,2018
9047448abs/1503.075542015,9,2017
9047448abs/1010.44992010,9,2017
9047448abs/1601.035052016,7,2015
9047448abs/1612.060962016,9,2017
9047448abs/1711.039902017,8,2016
9047448abs/1502.021792015,7,2015
9047448abs/1103.29522011,9,2017
9047448abs/1806.034052018,10,2018
9047448abs/1606.042322016,10,2018
9047448abs/1811.011592018,10,2018
9047448abs/1210.46902012,6,2014
9047448abs/1612.060982016,11,2019
9047448abs/1804.083552018,8,2016
9047448abs/1610.082172016,10,2018
9047448abs/1509.025342015,7,2015
9047448abs/1709.088282017,10,2018
