Paper,JournalVolume
1385611,9047686362015
1385622,9047686342013
1385647,9047686362015
1385672,9047686242003
1385720,9047686322011
1385982,9047686252004
1385999,9047686272006
1386052,9047686362015
1386121,9047686272006
1386216,9047686141993
1386267,9047686362015
1386278,9047686322011
1386318,9047686282007
1386376,9047686282007
1386624,9047686342013
1386677,9047686312010
1386716,9047686292008
1386734,9047686332012
1386850,9047686322011
1386868,9047686322011
1387150,9047686222001
1387200,9047686242003
1387204,9047686312010
1387250,9047686262005
1387377,9047686242003
1387428,9047686282007
1387449,9047686312010
1387457,9047686322011
1387546,9047686352014
1387561,9047686312010
1387697,9047686302009
1387788,9047686312010
1387879,9047686272006
1387907,9047686272006
1387956,9047686342013
1388010,9047686322011
1388076,9047686302009
1388382,9047686332012
1388421,9047686272006
1388567,9047686332012
1388648,9047686312010
1388699,9047686272006
1388752,9047686342013
1388846,9047686382017
1388859,9047686372016
1388886,9047686362015
1388917,9047686392018
1388921,9047686312010
1389175,9047686272006
1389239,9047686332012
1389397,9047686292007
1389659,9047686181997
1389854,9047686262005
1389875,9047686312010
1390057,9047686352014
1390275,9047686282007
1390317,9047686282007
1390334,9047686312010
1390355,9047686362015
1390403,9047686322011
1390404,9047686332012
1390459,9047686292008
1390505,9047686272006
1390824,9047689132012
1390840,904768952004
1390872,904768922002
1391351,9047692152018
1391564,904769282011
1391702,9047692142017
1392733,9047696572009
1392764,9047696732015
1394139,9047698262012
1395238,9047699942018
1395353,9047699752000
1395441,9047699952019
1395442,9047699822006
1395504,9047699862010
1395580,9047699932017
1395581,9047699782002
1395905,9047699812005
1395916,9047699912015
1395968,9047699932017
1396097,9047699842008
1396105,9047699852009
1396149,9047699882012
1396197,9047699942018
1396554,9047699862010
1396736,9047699932017
1396741,9047699541990
1396979,9047699952019
1397064,9047699621994
1397152,9047699892013
1397280,9047699892013
1397300,9047699491987
1397466,9047699912015
1397528,9047699932017
1397820,9047700152004
1397848,9047700142003
1397851,9047700272016
1397878,9047700152004
1397936,9047700162005
1398043,9047700182007
1398163,9047700162005
1398183,9047700252014
1398216,9047700162005
1398229,9047700292018
1398357,9047700142003
1398513,9047702132016
1398530,9047702142017
1398549,904770272010
1398555,904770282011
1398646,9047702112014
1398731,9047702142017
1398770,9047702112014
1398805,9047702152018
1398806,9047702152018
1398842,904770292012
1398889,9047702152018
1398966,9047702132016
1399256,904770420182018
1399268,904770420152015
1399298,904770420122012
1399419,904770420112011
1399490,9047705232004
1399571,9047705302011
1399575,9047705412014
1399578,9047705232004
1399582,9047705242005
1399596,9047705412014
1399602,9047705222003
1399789,9047705101991
1399823,9047705131994
1399869,9047705772018
1399892,9047705222003
1399924,9047705392013
1400035,9047705111992
1400052,9047705492015
1400110,9047705732018
1400289,9047705222003
1400350,9047705732018
1400395,9047705762018
1400462,9047705722018
1400521,9047705652017
1400626,9047705292010
1400730,9047705672017
1400846,9047705131994
1400957,9047705802019
1401027,9047705312012
1401068,9047705282009
1401174,9047705252006
1401413,9047705702017
1401422,9047705302011
1401444,9047705222003
1401607,9047705802019
1401608,9047705242005
1401732,9047705812019
1401973,9047705242005
1401988,9047705772018
1402183,9047705762018
1402188,9047705131994
1402238,9047705141995
1402314,9047705252006
1402340,9047705282009
1402500,9047706132006
1403018,9047708232013
1403034,9047708452015
1403158,9047708212011
1403235,904770871997
1403280,9047708792018
1403388,9047708232013
1403439,9047708632017
1403563,9047708212011
1403616,9047708242014
1403652,9047708182008
1403738,9047708782018
1403809,9047708222012
1403828,9047708202010
1403839,9047708782018
1403868,9047708152005
1403889,9047708222012
1403892,9047708302014
1403952,9047708502016
1403975,9047708782018
1404026,9047708232013
1404181,9047708202010
1404195,9047708232013
1404211,9047708242014
1404235,9047708782018
1404253,9047708592016
1404311,9047708392015
1404590,9047708832018
1404614,9047708692017
1404697,9047708172007
1404717,9047708522016
1404799,9047708602017
1404895,9047708232013
1404917,9047708402015
1404944,9047708512016
1404959,9047708202010
1404960,9047708862019
1404964,9047708472015
1404998,9047708202010
1405046,9047708352014
1405065,9047708232013
1405067,9047708812018
1405092,9047708502016
1405194,9047708222012
1405196,9047708812018
1405249,9047709112015
1405252,9047709122016
1405258,9047709132017
1405273,904770932007
1405298,904770962010
1405314,9047709112015
1405331,9047709102014
1405349,9047709102014
1405358,9047709122016
1405386,904770982011
1405415,9047709142018
1405458,904770962009
1405464,9047709142018
1405468,904770992013
1405488,9047709132017
1405489,9047709122016
1405526,904770992013
1405537,904770982012
1405547,9047709102014
1405548,9047709132017
1405553,9047709112015
1405566,9047709122016
1405568,9047709122016
1405574,904770992013
1405588,904770952009
1405655,9047709102014
1405696,9047709112015
1406066,9047710112008
1406345,9047710132010
1406404,9047710142011
1406463,9047711962017
1406557,9047711962017
1406930,9047711952017
1407271,9047711932017
1407492,904771191996
1407693,90477111112019
1407817,904771161993
1407843,904771171994
1407933,904771141991
1407949,9047711712015
1407956,9047711212008
1407971,9047711252012
1407973,9047711582014
1408103,9047711822016
1408113,9047711242011
1408147,9047711392013
1408483,9047711462013
1408537,9047711632015
1408558,9047711732016
1408567,9047711952017
1408584,9047711232010
1408674,9047711482013
1408724,9047711882017
1408740,9047711882017
1409201,9047711602014
1409259,9047711212008
1409308,9047711482013
1409346,9047711902017
1409362,9047711902017
1409466,90477111092019
1409648,9047711462013
1409807,90477111042018
1409914,9047711692015
1409986,9047711482013
1409998,9047711882017
1410022,90477111102019
1410114,9047711532014
1410134,904771171994
1410162,90477111042018
1410191,9047711672015
1410689,9047713242018
1410765,904771362005
1410822,9047713192013
1410897,9047713242018
1410914,9047713232017
1411085,9047713202014
1411182,904771442017
1411357,904771512012
1411422,904771532014
1411434,904771562017
1411442,9047716332011
1411461,9047716512017
1411499,9047716262011
1411500,9047716322012
1411515,904771611999
1411535,9047716202009
1411556,9047716332012
1411559,9047716272011
1411561,9047716482016
1411572,9047716422015
1411597,9047716482016
1411598,904771662004
1411601,9047716422015
1411633,9047716362013
1411641,9047716532017
1411648,9047716552018
1411666,9047716412014
1411734,9047716482016
1411765,9047716112007
1411794,9047716272011
1411800,9047716392014
1411835,9047716412014
1411871,9047716202009
1411935,9047716142008
1411966,9047716492016
1411967,9047716312012
1411973,9047716392014
1411982,904771682005
1412042,9047716282011
1412095,9047716242010
1412098,9047716292011
1412103,9047716582019
1412110,9047716452015
1412113,904771672005
1412125,904771692006
1412128,9047716212009
1412133,9047716132007
1412145,9047716372013
1412215,9047716442015
1412220,9047716302012
1412226,9047716282011
1412229,9047716452015
1412278,9047716562018
1412298,9047716252010
1412304,9047716242010
1412318,9047716312012
1412334,904771611999
1412358,904771652003
1412360,904771662004
1412390,904771662004
1412408,9047716102006
1412501,9047716412014
1412564,9047716382014
1412623,904771611999
1412681,9047716292011
1412703,9047716132007
1412718,9047716432015
1412740,9047716542018
1412764,9047716442015
1412799,9047716312012
1412810,9047716492016
1412814,9047716542018
1412821,9047716412014
1412823,9047716492016
1412849,9047717272014
1412892,9047717312018
1412919,9047717292016
1412929,9047717222009
1412946,9047717252012
1413003,9047717232010
1413030,9047717302017
1413035,9047717272014
1413041,9047717242011
1413074,9047717242011
1413091,9047717312018
1413117,9047717292016
1413125,9047717282015
1413142,9047717232010
1413175,9047717292016
1413183,9047717222009
1413207,9047717272014
1413227,9047717302017
1413250,9047717292016
1413253,9047717202007
1413255,9047717202007
1413298,9047717232010
1413316,9047717272014
1413321,9047717312018
1413341,9047717322019
1413395,9047717242011
1413409,9047717192006
1413412,9047717232010
1413421,9047717252012
1413437,9047717302017
1413453,9047717252012
1413475,9047717252012
1413549,9047717242011
1413551,9047717292016
1413619,9047717262013
1413634,9047717232010
1413646,9047717282015
1413659,9047717272014
1413699,9047717272014
1413744,9047717292016
1413754,9047717192006
1413919,9047717242011
1413954,9047718332012
1413967,9047718242003
1413986,9047718242003
1414000,9047718302009
1414011,904771851987
1414056,9047718181997
1414065,9047718292008
1414084,9047718292008
1414126,9047718312010
1414135,9047718222001
1414143,9047718201999
1414191,9047718292008
1414210,904771811983
1414347,9047718121991
1414352,90477181052018
1414382,9047718171996
1414420,90477181122018
1414435,9047718131992
1414463,9047718332012
1414476,9047718332012
1414531,9047718141993
1414555,9047718332012
1414634,9047718302009
1414667,9047718171996
1414704,9047718302009
1414718,9047718272006
1414794,9047718452014
1414802,9047718302009
1414819,9047718292008
1414823,9047718342013
1414894,9047718882017
1414956,9047718302009
1415028,9047718272006
1415035,9047718171996
1415050,9047718872017
1415082,9047718842016
1415106,9047718262005
1415125,9047718282007
1415201,9047718312010
1415208,9047718282007
1415213,9047718232002
1415294,9047718242003
1415321,9047718151994
1415365,9047718262005
1415376,9047718262005
1415477,9047718161995
1415479,904771891989
1415486,9047718512015
1415493,9047718252004
1415553,9047718312010
1415631,9047718302009
1415634,9047718292008
1415639,9047718242003
1415662,9047718322011
1415698,90477181122018
1415711,9047718312010
1415726,9047718332012
1415795,90477181092018
1415851,9047718312010
1415904,9047718582015
1415920,9047718222001
1415978,9047718292008
1416009,9047718232002
1416014,9047718212000
1416039,9047718242003
1416058,9047718252004
1416112,90477181172019
1416140,9047718181997
1416143,9047718832016
1416261,9047718191998
1416281,9047718302009
1416305,9047718181997
1416350,9047718802016
1416431,9047718282007
1416439,9047718242003
1416462,904771821984
1416480,9047718212000
1416512,9047718312010
1416659,9047718242003
1416724,9047718832016
1416760,9047718332012
1416784,9047718302009
1416799,9047718302009
1416868,9047718262005
1416879,9047718292008
1416886,9047718302009
1416887,9047718252004
1416889,9047718262005
1416912,9047718342013
1416994,9047718292008
1417004,9047718312010
1417046,9047718312010
1417157,9047718201999
1417161,9047718292008
1417174,9047718262005
1417202,9047718232002
1417261,904771831985
1417338,9047718242003
1417369,9047718242003
1417391,9047718141993
1417408,9047718252004
1417516,9047718282007
1417519,9047718171996
1417582,9047718332012
1417763,9047718272006
1417767,9047718322011
1417793,9047718482014
1417928,9047718892017
1417935,9047718252004
1417950,9047718232002
1417998,9047718201999
1418064,9047718201999
1418094,9047718181997
1418163,9047718342013
1418195,9047718322011
1418215,904771811982
1418332,9047718342013
1418412,9047718792016
1418442,9047718232002
1418477,9047718272006
1418480,9047718232002
1418599,9047718402014
1418612,9047718312010
1418667,9047718282007
1418687,9047718872017
1418717,9047718201999
1418726,9047718832016
1418734,9047718161995
1418753,9047718181997
1418808,9047718201999
1418850,9047718212000
1419055,9047718171996
1419065,9047718842016
1419120,9047718222001
1419153,9047718322011
1419166,9047718332012
1419189,9047718201999
1419194,9047718872017
1419204,9047718242003
1419205,9047718492014
1419207,9047718342013
1419268,9047718332012
1419291,9047718252004
1419300,904771831985
1419323,9047718332012
1419327,9047718191998
1419385,9047718292008
1419386,9047718161995
1419423,9047718872017
1419557,9047718542015
1419579,9047718312010
1419606,9047718232002
1419633,90477181092018
1419638,9047718582015
1419641,9047718432014
1419703,9047718342013
1419755,9047718722016
1419826,9047718322011
1419852,904771831985
1419897,9047718332012
1419938,9047718462014
1419992,9047718672015
1420039,9047718382014
1420049,9047718262005
1420068,9047718302009
1420091,9047718332012
1420106,9047718131992
1420171,9047718332012
1420202,9047718191998
1420232,9047718232002
1420242,9047718342013
1420247,90477181162018
1420253,9047718181997
1420270,9047718332012
1420290,9047718222001
1420296,9047718272006
1420358,9047718422014
1420364,9047718111990
1421412,9047719592011
1421445,9047719441996
1421516,9047719602012
1422100,9047719632015
1422782,9047719502002
1423171,9047719612013
1423567,9047719642016
1424711,9047719572009
1425309,9047719411993
1429255,904772122013
1429487,904772272017
1429547,904772312010
1429576,904772322011
1429601,904772352014
1429801,9047724102017
1430913,9047728132016
1430916,9047728122015
1431004,9047728152018
1431072,904772882011
1431146,904772832006
1431165,904772872010
1431217,904772862009
1431272,9047728152018
1431276,904772892012
1431307,9047728142017
1431565,9047728152018
1431621,9047728122015
1431623,9047728152018
1431673,904772832006
1431677,9047728122015
1431689,9047728142017
1431812,904772812004
1431835,904772892012
1431948,9047728122015
1432005,9047728152018
1432034,9047728112014
1432037,9047728112014
1432097,9047728132016
1432132,9047728152018
1432136,9047728142017
1432151,9047728132016
1432176,9047728102013
1432203,9047728132016
1432221,9047728142017
1432472,9047729622016
1432494,9047729422009
1432516,9047729692017
1432596,9047729402007
1432619,9047729762017
1432645,9047729462013
1432670,9047729412008
1432699,9047729572015
1432732,9047729482014
1432736,9047729412008
1432765,9047729732017
1432779,9047729582015
1432938,9047729582015
1432985,9047729452012
1433108,9047729462013
1433315,9047729542015
1433387,9047729432010
1433468,9047729412008
1433480,9047729682017
1433585,9047729642016
1433590,9047729352002
1433610,9047729612016
1433867,9047729542015
1433882,9047729492014
1433910,9047729622016
1433925,9047729582015
1433935,9047729362003
1434064,9047729432010
1434093,9047729492014
1434189,9047729582015
1434472,904773161998
1434518,904773171999
1434544,904773221994
1434554,904773241996
1434600,904773171999
1434643,904773231995
1434682,904773171999
1434685,904773211993
1434879,90477341002018
1434900,90477341002018
1434956,9047734962014
1435032,9047734992017
1435139,9047734862009
1435329,9047734982016
1435374,9047734952013
1435642,9047734952013
1435755,9047734982016
1436876,9047734952013
1436983,9047734972015
1437034,9047734972015
1437195,9047734982016
1437385,9047734722004
1437404,9047734952013
1437512,9047734822008
1437575,9047734952013
1437657,9047735112005
1437664,9047735102004
1437713,9047735112005
1437774,904773521996
1437782,904773521996
1437903,9047735102004
1437936,904773521996
1437970,904773582002
1438024,904773592003
1438170,904773682013
1438283,904773682013
1438402,9047737122010
1438465,9047737232013
1438516,9047737442016
1438521,9047737122010
1438546,9047737122010
1438984,9047737522016
1439025,9047737582017
1439075,9047737632017
1439140,9047737702018
1439193,9047737172012
1439325,9047737102008
1439359,9047737732018
1439433,9047737132011
1439487,9047737422015
1439558,9047737722018
1439631,9047737472016
1439647,9047737232013
1439678,904773792007
1439865,9047737132011
1439897,9047737332014
1439903,9047737122010
1440269,9047738242018
1440609,9047738232017
1440823,9047738242018
1441002,9047739162018
1441272,9047740102012
1441310,9047740132015
1441353,9047740172016
1441715,904774192017
1441740,904774262011
1442058,904774232008
1442300,904774232008
1442996,9047744242011
1443205,9047744302017
1443679,9047745512017
1443850,9047745522018
1444796,9047749182009
1444864,9047749212012
1445162,9047749272018
1445393,9047751102017
1445442,904775192016
1445445,9047751102017
1445452,904775162013
1445459,9047751112018
1445485,904775192016
1445494,9047751102017
1445505,9047751112018
1445519,904775192016
1445553,904775162013
1445559,904775122009
1445589,904775192016
1445594,904775192016
1445611,9047751112018
1445623,9047751112018
1445624,904775172014
1445639,904775162013
1445672,904775142011
1445721,9047751112018
1445724,904775182015
1445739,9047751102017
1445772,904775172014
1445780,904775162013
1445792,9047751112018
1445795,904775162013
1445801,9047751112018
1445826,904775162013
1445833,9047751102017
1445859,904775192016
1445865,904775182015
1445902,904775162013
1445905,9047751102017
1445912,904775182015
1445932,9047751112018
1445946,9047751112018
1446037,904775232016
1446057,904775222015
1446334,904775552010
1446358,904775542009
1446389,9047755142019
1446579,9047755102015
1446584,904775562011
1446658,9047755132018
1446676,904775592014
1446688,9047755122017
1446704,9047755122017
1446714,9047755102015
1446726,904775552010
1447599,904775782001
1447984,9047757242017
1448686,904776012000
1448697,904776092008
1448724,9047760122011
1448733,904776072006
1448749,904776092008
1448756,904776012000
1448760,9047760102009
1448776,904776042003
1448780,904776072006
1448783,9047760122011
1448784,904776082007
1448786,904776052004
1448795,9047760102009
1448798,904776072006
1448803,9047760152015
1448812,904776022001
1448824,904776022001
1448830,904776072006
1448838,904776062005
1448844,9047760122011
1448850,9047760102009
1448851,904776022001
1448854,904776082007
1448858,904776052004
1448875,904776052004
1448879,904776042003
1448905,904776042003
1448912,904776072006
1448917,904776062005
1448927,904776012000
1448932,904776092008
1448967,904776062005
1448971,904776032002
1448978,904776052004
1448979,904776082007
1448984,904776022001
1449004,904776092008
1449015,904776052004
1449027,9047760142013
1449038,904776072006
1449042,904776072006
1449046,904776042003
1449050,904776092008
1449556,9047761282018
1449585,9047761112001
1449663,9047761242014
1449738,9047761212011
1449766,9047761172007
1449977,904776272013
1449987,9047762122018
1450006,904776282014
1450008,9047762132019
1450022,9047762112017
1450023,9047762112017
1450041,904776282014
1450043,904776282014
1450059,9047762102016
1450072,9047762102016
1450103,9047762122018
1450120,9047762122018
1450139,9047762122018
1450146,9047762102016
1450162,9047762122018
1450215,904776292015
1450253,904776282014
1450262,904776292015
1450268,9047762122018
1450270,9047762122018
1450310,9047762112017
1450380,9047762122018
1450391,9047762112017
1450409,904776292015
1450410,9047762102016
1450422,904776292015
1450426,904776272013
1450431,9047762122018
1450436,904776292015
1450453,9047762132019
1450467,904776292015
1450473,904776282014
1450519,9047762112017
1450657,9047762112017
1450685,9047762132019
1450693,9047762102016
1450731,9047762122018
1450753,904776292015
1450810,904776292015
1450830,9047762122018
1450882,9047764351995
1451249,9047763472007
1451337,9047763482008
1451403,9047763502010
1451454,9047763522012
1451491,9047763552015
1451633,9047763552015
1451673,9047763452005
1451814,9047763512011
1451919,9047763562016
1451942,9047763512011
1451991,9047763552015
1452349,9047763532013
1452406,9047763532013
1452551,9047763572017
1452698,9047763492009
1452792,9047763542014
1452934,9047763562016
1452943,9047763502010
1452999,9047763442004
1453265,9047763452005
1453535,9047763522012
1453590,9047763572017
1453743,9047763502010
1453883,9047763552015
1453885,9047763472007
1453889,9047763532013
1453899,9047764422002
1454011,9047763462006
1454144,9047763532013
1454234,9047763462006
1454259,9047763562016
1454363,9047763562016
1454368,9047763532013
1454438,9047763542014
1454490,9047763512011
1454821,9047763522012
1454873,9047763522012
1454924,9047763532013
1455001,9047763492009
1455025,9047763512011
1455047,9047763512011
1455064,9047763512011
1455090,9047763542014
1455149,9047763472007
1455447,9047763562016
1455514,9047763442004
1455749,9047763562016
1455987,9047763482008
1456185,9047763492009
1456317,9047763472007
1456587,9047763552015
1456641,9047763492009
1456773,9047763512011
1456810,9047763562016
1456818,9047763542014
1456898,9047763502010
1456909,9047763542014
1456980,9047763532013
1458199,9047766132010
1458283,9047766162013
1458509,9047766182015
1458784,9047766122009
1459533,9047769922015
1459741,9047769952017
1459846,9047769902014
1459943,9047770112008
1459966,9047770162013
1460193,904777092006
1460237,904777122018
1460239,904777112017
1460255,904777112017
1460277,9047772592017
1460400,9047772282000
1460437,9047772382004
1460473,9047772442011
1460511,9047772292000
1460552,9047772392006
1460628,9047772472014
1460680,9047772322002
1460694,9047772322002
1460710,9047772392006
1460802,904777291990
1460881,9047772582017
1460900,9047772312001
1460992,9047772412008
1461002,9047772472014
1461077,9047772552016
1461089,9047772492015
1461124,9047772332002
1461280,9047772512015
1461343,9047772392006
1461409,9047772532016
1461485,9047772592017
1461721,9047773162017
1461762,9047773142015
1461817,9047773172018
1461819,9047773172018
1461851,9047773172018
1461921,9047773112012
1461959,9047773112012
1461977,904777422011
1463816,9047776132004
1464442,9047779202010
1464604,9047779282018
1464611,9047779282018
1464665,9047779282018
1464708,9047779252015
1464733,9047779182008
1465002,9047779202010
1465108,9047779272017
1465331,9047779242014
1465336,904777981997
1465354,9047779172007
1465398,9047779282018
1465731,9047780632017
1465767,9047780752018
1465830,9047780192006
1465871,9047780852018
1466009,9047780212008
1466113,9047780892019
1466147,9047780872019
1466204,9047780862018
1466299,9047780222009
1466414,9047780252012
1466763,9047780232010
1466879,9047780242011
1467182,9047780202007
1467238,9047780882019
1467407,9047780192006
1467575,9047780312014
1467634,9047780742017
1467787,9047780252012
1467884,9047780232010
1467916,9047780172004
1468176,9047780232010
1468178,9047780182005
1468183,9047780852018
1468493,9047780622016
1468534,9047780252012
1468572,9047780212008
1468686,9047780222009
1468739,9047780242011
1468792,9047780192006
1468912,9047780232010
1469031,9047780732017
1469179,9047780262013
1469228,9047780232010
1469373,9047780732017
1469457,9047780702017
1469490,9047780252012
1469510,9047780462015
1469546,9047780762018
1469635,9047780842018
1469702,9047780802018
1469728,9047780872019
1469755,9047780602016
1469796,9047780192006
1469849,9047780832018
1469885,9047780892019
1470018,9047780262013
1470033,9047780262013
1470040,9047780232010
1470060,9047780642017
1470175,9047780242011
1470289,9047780372014
1470466,904778242008
1470479,904778242008
1470492,904778242008
1470503,904778272011
1470517,9047782122016
1470529,9047782122016
1470531,904778252009
1470539,9047782132017
1470543,904778222006
1470550,9047782132016
1470555,904778262010
1470564,9047782132016
1470585,904778292013
1470609,904778232007
1470617,9047782142018
1470620,9047782122015
1470621,9047782132016
1470636,904778232007
1470641,904778282012
1470652,904778262010
1470675,9047782142018
1470684,904778212005
1470691,904778232008
1470697,9047782142018
1470699,9047782132017
1470708,9047782112014
1470709,904778242008
1470741,904778282012
1470778,9047782132017
1470779,9047782132017
1470783,9047782112015
1470803,9047782132016
1470816,9047782132017
1470821,904778282012
1470835,904778282012
1470840,9047782112014
1470857,904778282012
1470915,9047783112005
1470924,9047783112005
1470951,904778392003
1471186,9047784602017
1471306,9047785132015
1471340,904778542006
1471423,904778542006
1471480,904778522004
1471582,9047785152017
1471586,904778562008
1471608,904778522004
1471648,9047785112013
1471716,904778692016
1471998,9047788432007
1472063,9047788281992
1472135,9047788522016
1472200,9047788402004
1472270,9047788502014
1472625,9047788492013
1473328,9047788472011
1473425,9047788492013
1473577,9047788291993
1474005,9047788442008
1474095,9047788502014
1474213,9047788452009
1474667,9047788452009
1474736,9047788532017
1474752,9047788502014
1474835,9047789202016
1474927,9047789172013
1476035,9047790642008
1476171,9047790752018
1476995,904779132002
1477422,904779112000
1477592,9047792742011
1477605,90477921232014
1477663,90477921692015
1477676,90477921722016
1477696,90477922042016
1477704,90477921382014
1477721,90477922122016
1477724,9047792732010
1477773,90477921342014
1477800,9047792712008
1477832,9047792732010
1477848,90477921502015
1477891,9047792362001
1477939,90477921192013
1477944,90477922912018
1477948,90477921632015
1477959,9047792862012
1477979,90477922092016
1478003,90477922772018
1478007,90477921342014
1478011,90477923282019
1478043,90477922032016
1478054,9047792702007
1478079,90477921952016
1478091,90477922042016
1478107,9047792722008
1478111,9047792552003
1478177,90477923172018
1478198,9047792732010
1478205,90477921432014
1478216,90477921362014
1478226,90477921392014
1478236,90477922712018
1478249,90477921762016
1478259,90477922872018
1478281,90477921092013
1478285,90477922172016
1478288,90477922912018
1478314,90477921542015
1478386,90477921732016
1478421,9047792742011
1478427,90477921092013
1478431,90477921912016
1478432,90477923082018
1478457,90477923292019
1478493,90477922752018
1478531,90477923322019
1478543,90477921892016
1478565,90477921852016
1478581,9047792722009
1478587,90477923302019
1478646,90477921812016
1478647,90477922852018
1478697,90477921202013
1478716,90477922492017
1478749,90477921552015
1478810,90477923322019
1478812,90477921562015
1478822,90477923192018
1478832,90477921362014
1478839,90477922262017
1478840,9047792732010
1478847,90477923182018
1478863,90477923232019
1478867,90477921712016
1478872,90477922342017
1478874,90477922412017
1478882,90477922082016
1478896,90477922752018
1478944,90477922752018
1478997,90477921742016
1479043,90477922572017
1479048,9047792722009
1479112,90477922722018
1479151,90477922342017
1479177,90477921772016
1479202,90477923342019
1479209,90477921362014
1479217,90477922952018
1479221,90477922672017
1479288,90477921322014
1479295,90477922362017
1479297,90477922522017
1479323,90477921642015
1479354,90477922532017
1479360,90477922102016
1479413,90477921312014
1479513,90477921342014
1479514,9047792712008
1479556,9047792352000
1479559,90477922752018
1479590,9047792782012
1479618,90477922182016
1479677,90477921752016
1479735,90477921622015
1479736,90477923322019
1479745,9047792702007
1479773,90477923102018
1479883,90477922752018
1479902,90477922142016
1479926,90477923122018
1479932,9047792982012
1479966,90477921742016
1480023,90477921852016
1480030,90477921682015
1480044,90477922382017
1480059,90477921632015
1480151,90477922852018
1480216,9047792472002
1480222,90477922042016
1480259,90477922152016
1480266,90477923302019
1480272,9047792792012
1480296,90477921752016
1480311,90477921342014
1480338,90477922952018
1480355,90477923162018
1480381,9047792326-3272019
1480383,90477922072016
1480511,90477922222017
1480533,90477922302017
1480556,9047792562004
1480571,9047792712008
1480573,90477922292017
1480599,90477921462014
1480651,90477921732016
1480710,9047792712008
1480727,9047792702007
1480736,90477921102013
1480781,90477921512015
1480810,90477921542015
1480868,9047792742011
1480926,90477922472017
1480957,90477921792016
1480974,9047792972012
1481002,90477922802018
1481020,90477922752018
1481043,90477921532015
1481050,90477922942018
1481069,90477922142016
1481072,90477922272017
1481087,90477922102016
1481107,90477921352014
1481120,90477921322014
1481140,90477922572017
1481158,90477921702015
1481167,90477922282017
1481177,90477921672015
1481216,90477922042016
1481217,90477921712016
1481242,90477922752018
1481256,90477921492015
1481323,90477921392014
1481332,9047792732010
1481336,90477921742016
1481360,90477921292014
1481373,90477922732018
1481374,90477922672017
1481381,9047792942012
1481394,90477921972016
1481399,90477921512015
1481410,90477922162016
1481418,9047792712008
1481420,9047792742011
1481422,9047792712008
1481442,90477922282017
1481455,90477922902018
1481473,90477921012013
1481503,90477921222013
1481584,90477921512015
1481622,90477923302019
1481651,90477921712016
1481665,90477921452014
1481682,90477921952016
1481695,90477921172013
1481703,90477922752018
1481716,90477921492015
1481718,90477923192018
1481739,9047792852012
1481740,90477922302017
1481752,90477921552015
1481796,9047792722008
1481814,9047792952012
1481870,9047792982012
1481922,90477923122018
1481926,90477922392017
1481957,90477922902018
1481970,90477921132013
1481978,90477923172018
1482006,90477922142016
1482066,90477922842018
1482069,90477922752018
1482092,90477922752018
1482097,90477921682015
1482104,90477921672015
1482172,90477922662017
1482180,90477922242017
1482208,90477921302014
1482221,90477923292019
1482284,90477922822018
1482307,9047792362001
1482372,90477921792016
1482395,90477921312014
1482429,90477922262017
1482440,90477922042016
1482450,90477921202013
1482477,9047792722008
1482509,9047792612004
1482518,90477922752018
1482525,90477922292017
1482529,90477921952016
1482535,9047792772012
1482538,90477921102013
1482539,90477922752018
1482555,90477921652015
1482578,90477921682015
1482594,9047792732010
1482604,9047792732010
1482643,9047792722009
1482699,90477923092018
1482751,90477921542015
1482772,90477922752018
1482808,9047792972012
1482866,90477923312019
1482883,90477921732016
1482938,90477921782016
1482955,9047792722008
1482956,90477921512015
1483007,90477921682015
1483082,90477922912018
1483232,90477922262017
1483280,9047792972012
1483288,90477921592015
1483309,90477923192018
1483310,90477921742016
1483317,9047792702007
1483324,9047792992013
1483340,90477921362014
1483353,90477922732018
1483354,90477921382014
1483363,9047792362001
1483385,90477922132016
1483386,90477921532015
1483393,90477921442014
1483395,90477921562015
1483406,90477921712016
1483442,9047792712008
1483448,90477922872018
1483453,90477921232014
1483542,90477923312019
1483582,90477921712016
1483595,9047792742011
1483607,90477921192013
1483611,90477923212018
1483682,9047792742011
1483707,90477921962016
1483708,90477923212018
1483727,90477921222013
1483740,9047792732010
1483741,9047792742011
1483762,90477923142018
1483777,9047792712008
1483831,9047792326-3272019
1483837,90477922722018
1483889,90477923322019
1483950,90477922862018
1483959,90477921712016
1483985,9047792762012
1484020,9047792702007
1484028,90477922562017
1484059,90477922742018
1484074,90477921382014
1484086,90477922572017
1484151,90477922302017
1484153,9047792972012
1484182,90477922852018
1484211,90477921002013
1484220,90477922212017
1484241,90477921502015
1484264,90477921552015
1484293,90477921492015
1484325,90477922022016
1484335,90477923062018
1484339,90477921522015
1484353,90477921732016
1484439,9047792872012
1484456,90477922892018
1484488,9047792972012
1484538,90477921692015
1484552,9047792772012
1484636,90477921982016
1484722,90477923142018
1484753,90477922352017
1484905,9047792692006
1484919,90477921772016
1484953,9047792722009
1484956,90477921952016
1484970,90477922922018
1484981,90477921222013
1485002,90477921572015
1485025,90477921722016
1485030,9047792992013
1485061,90477921942016
1485063,90477921492015
1485064,90477921592015
1485095,90477921322014
1485112,9047792702006
1485190,90477922922018
1485191,90477922612017
1485212,90477923332019
1485231,90477921402014
1485235,90477922392017
1485244,90477923322019
1485245,90477921512015
1485257,90477921342014
1485262,90477921862016
1485305,90477921722016
1485323,90477921292014
1485335,9047792642005
1485336,90477922732018
1485404,90477921362014
