Paper,ConferenceEdition
596192,9047448abs/1110.18842011
596259,9047045142010
596484,9047079232011
596598,9047275622015
596682,9047448abs/1102.26162011
596705,9047448abs/1712.001362017
596708,9047304712002
596771,9047448abs/1806.000762018
596794,9047419452006
596797,9047448abs/1711.077322017
596841,9046875102019
596871,9047209151992
596911,90469391032017
596932,90470462032008
596961,904735561997
597002,90468681072018
597032,9047448abs/1807.116102018
597164,90468681052018
597232,9047448abs/1505.076342015
597314,904653031987
597383,9047414112003
597570,9047448abs/1901.075432019
597615,9047448abs/1510.083682015
597663,9047448abs/0803.42412008
597699,90472783551972
597929,9047448abs/1404.55252014
598015,9046790442016
598059,9047448abs/1704.026732017
598231,9047448abs/1111.36902011
599959,9047448abs/1802.077102018
600683,9047127151999
600816,9047448abs/1503.053382015
600936,9047290192007
601523,9047448abs/1808.091992018
603281,9047448abs/1506.071392015
603330,9047448abs/0710.21392007
604338,9047109131992
604865,9047448abs/1610.053762016
604882,90468121802010
605317,90466082962015
605850,90466082702014
605865,9047448abs/1802.007242018
605899,90469922492014
606538,9046743262009
606729,9047448abs/1812.098362018
607054,90473231172001
607731,9046824482010
607735,9047194372018
607741,9046677332000
607767,9046743131996
607780,9047448abs/1706.048702017
607782,9047448abs/1701.052732017
607794,90472491082018
607806,9047448abs/1502.021392015
607845,90468742122014
607860,9046827202006
607882,9047024222015
607894,9047448abs/1708.025502017
607906,9047448abs/1708.000832017
607932,904691682012
607951,9046868512016
607974,904742422011
608028,9046844172007
608091,9046879282017
608099,9046722102006
608110,9047448abs/1802.014612018
608111,904680761994
608144,904680121982
608146,9047057372013
608163,9047196222010
608356,904678962015
608456,9047448abs/cs/06080172006
608729,9046939702015
608816,904710341997
608982,9047448abs/0801.39302008
608992,904660220112011
609080,9046612401994
609102,9047448abs/1608.068912016
609108,9046633482005
609237,904666582018
609336,9046851612016
609413,9047448abs/1211.53532012
609712,9046779172005
609727,9047089112009
609750,904733222013
609937,9047448abs/1710.052652017
609989,9047448abs/1710.012142017
610131,9046677572008
610140,9047089122010
610177,9047448abs/1804.029752018
610178,90470462642010
610182,9047448abs/1610.069072016
610183,9047448cs.DC/03120312003
610184,9047448abs/1804.021542018
610191,904687771983
610193,9046655132010
610209,9047448abs/1809.044812018
610216,9047448abs/1812.054152018
610217,90466083452017
610219,904729542010
610231,9046974262015
610235,90472851062007
610244,9046998491994
610255,9047448abs/1610.085002016
610262,9047002412015
610269,9047448abs/1211.72102012
610277,9047448abs/1202.25992012
610279,9047183181972
610288,9047448abs/1612.009012016
610289,9046824442005
610294,9047448abs/1809.097592018
610295,9046969602017
610296,9047200342001
610302,9047254622013
610306,904705920052005
610310,9047241461993
610312,904665992013
610314,9047177452012
610321,90466891552008
610339,9046638512017
610340,9047448abs/1805.027892018
610358,9047106312009
610359,9047448abs/cs/06050552006
610362,9046870221992
610367,9047448abs/1604.024742016
610369,904692272011
610371,9047448abs/1501.062592015
610372,9047243282018
610398,9047304792010
610400,9047336491984
610405,904744619-S2019
610407,9047448abs/1203.18892012
610428,9047448abs/1810.057242018
610431,9046888222000
610440,9047030712017
610448,9047448abs/1802.019572018
610455,9046844192009
610460,9047243182015
610465,9047448abs/1702.065572017
610468,9046597121994
610470,9046891512014
610471,9047178152009
610476,9047118652005
610479,9046528652014
610484,9047205222006
610487,9046534102010
610494,9047081331997
610497,9046673441993
610501,9047448abs/1607.069862016
610511,90468122442016
610522,9047448abs/1611.096232016
610524,90466082492013
610526,9046856432010
610538,9047448abs/0802.11762008
610542,904680342012
610545,9047448abs/1807.107572018
610547,90466083112016
610550,9047448abs/1208.64062012
610572,9047448abs/1006.45582010
610582,904727860382010
610585,904710772018
610587,9047448abs/1711.080022017
610589,9046888101988
610596,9047448abs/1604.017852016
610599,9047222162016
610606,9046883242006
610608,904699871978
610610,9047448abs/0905.40232009
610612,9046757222015
610629,90469052712018
610632,90473231862007
610645,9046611312008
610655,9047448abs/0912.54942009
610669,9046524532016
610670,9047448abs/1709.012152017
610674,904721442008
610685,904706561986
610688,9047129311996
610691,9047448abs/1805.107022018
610693,9047448abs/1901.063992019
610700,9047262292015
610703,904652461976
610709,904694422005
610712,9047448abs/1506.084542015
610715,9046556232015
610716,9046860192011
610725,9046998742000
610736,9047448abs/1702.003202017
610745,904711062010
610746,9047448abs/1605.046792016
610747,9047374252002
610749,9047448abs/1804.072742018
610757,9047448abs/0811.18822008
610758,904676722015
610763,9046713442008
610765,904716622014
610774,904723051998
610783,9046952182006
610794,9047448abs/1604.034432016
610801,9047195261996
610812,9047356102014
610814,9046524111979
610818,9047104682018
610822,9047400142001
610828,9046807292013
610831,9047448abs/cs/05020472005
610832,9047104192002
610837,9047221352014
610843,9047448abs/1004.17362010
610845,90466671012012
610846,90472251052014
610850,904706632010
610855,9047448abs/cs/05081272005
610865,904703220132013
610868,90473422352018
610870,9046672542003
610872,9047448abs/1308.64372013
610882,90467911582019
610883,9047448abs/cs/06060852006
610885,9047240292018
610887,9047254642014
610888,9047344382012
610892,9046757132006
610905,9047202281996
610907,9047448abs/1706.079562017
610910,9047448abs/1703.076662017
610911,90473232302014
610935,904722092014
610938,9047243212016
610944,9046528632012
610949,9047225371994
610953,9047448abs/1808.053472018
610958,904690771997
610964,9047448abs/1711.044982017
610966,90470191032018
610969,9047448abs/1503.075632015
610970,9046690232017
610973,9047448abs/1201.54182012
610974,904696991966
610977,9047448abs/1705.108812017
610986,9047448abs/1201.47642012
611017,90471691362018
611139,9047448abs/1702.062122017
611142,9047448abs/1807.099292018
611182,9047344412015
611437,9047448abs/1503.008402015
611443,9046791802009
611529,9047120262017
611537,9047189122002
611544,9047326572017
611592,9047448abs/1403.69532014
611679,9047448abs/1602.038652016
611739,904741441996
611799,9047448abs/1212.44462012
611812,9047448abs/1507.030662015
611849,9047448abs/1701.000192017
611856,9047001982018
611885,90472021142017
611906,9046936181998
611940,904738552013
612038,90465451202018
612079,9047074802017
612104,904727857962010
612189,904702282009
612230,9046617202016
612252,904688361988
612261,9047448abs/1312.77242013
612280,9046600162007
612317,9047448abs/1706.027832017
612376,904674321985
612434,904716632015
612526,9047448abs/1711.060002017
612537,904704291995
612582,90466221682009
612656,90465451212018
612737,9046936222002
612794,9047448abs/1511.065182015
612838,9047046352000
612875,9047448abs/1306.15572013
612960,9047448abs/1711.036402017
612994,9047448abs/1807.057112018
613044,9046566772017
613067,9046969141971
613097,90469921212001
613205,9047448abs/1012.38782010
613206,9047448abs/1704.046502017
613302,9047448abs/1401.29212014
613355,9047448abs/1109.16482011
613367,9047419201981
613455,9047448abs/1112.30592011
613521,9047448abs/1711.034382017
613558,9047448abs/1706.038722017
613676,9046633442001
613898,9047448abs/1406.02422014
613913,9047448abs/1107.00542011
614251,904669331997
614291,90468741702006
614384,904697392014
614418,9046605262009
614457,9047364972003
614732,9046611352013
614906,9047448abs/1809.034812018
615187,9046597442006
615305,9047267122001
615416,9047448abs/1608.074432016
615455,9046998802001
615545,9047448abs/1512.046392015
615567,904728262016
615726,9047230182011
615775,9047448abs/1803.082032018
615776,9046893632013
615852,9047448abs/1610.026102016
615862,90466891642013
615911,9047448abs/0803.39462008
615919,9047448abs/1603.064242016
615933,9047448abs/1401.34902014
616007,9046777182010
616019,9046751281984
616052,9047304832014
616073,9046830502013
616137,9047448abs/1012.32782010
616238,9047202131987
616330,9046882331991
616516,9047145342011
616577,9046902472001
616636,9047448abs/1711.037982017
616846,9047058332012
616916,9046718262002
617003,9047208962015
617144,9047079172005
617167,9046633572014
617172,9046667712001
617182,9047448abs/1804.084792018
617194,9047280492011
617211,9047448abs/1803.044892018
617214,9047448abs/1806.036562018
617224,904693462012
617239,9047272342003
617246,9046856522012
617251,9047450542006
617252,90473511602017
617273,9047448abs/1808.060152018
617296,9047200462010
617324,9046715352018
617325,9047441121980
617328,9047448abs/1802.040762018
617336,90474173362016
617344,9047448abs/1106.35522011
617375,9046667932008
617382,9047448abs/1310.01202013
617396,9047448abs/1005.51832010
617402,9047294242010
617440,9047448abs/1410.08262014
617444,9047448abs/1806.000642018
617453,9047448abs/quant-ph/06110212006
617456,90466221942017
617509,9046690212014
617513,9047448abs/1712.086972017
617516,9047448abs/1406.17012014
617521,9047448abs/1710.000952017
617542,904693812009
617544,9046828212011
617545,9046556102002
617578,9047448abs/1802.030742018
617584,904714032014
617610,904689851994
617613,904704611995
617614,9046707172004
617632,9047448abs/1701.029472017
617637,904686421972
617645,90473231532004
617686,9047448abs/1807.012762018
617725,9047448cs.CG/00010252000
617729,904669432003
617730,9047448abs/1502.031822015
617734,9046908212013
617736,904741331997
617747,9047280242001
617748,9047448abs/1812.043682018
617749,9047163202016
617757,9047448abs/1602.075662016
617759,9047448abs/1601.010922016
617765,9046702412001
617773,904706972003
617774,9047448abs/1810.107692018
617776,9046851222006
617777,9047129331998
617783,9046791732006
617809,9047448abs/1409.55242014
617821,9047448abs/1408.68292014
617829,9047448abs/1803.021602018
617848,9047448abs/1704.076162017
617853,904735992003
617868,9047007172009
617870,9046791632003
617875,904664420112011
617903,9047241131976
617905,9047448abs/1511.053662015
617914,9047448abs/1602.026382016
617926,904737692010
617928,9047448abs/1809.059922018
617949,90474172612014
617952,9047198241977
617973,9047448abs/1503.068662015
617975,9047448abs/1504.023672015
617977,90469981302018
618001,9046877141990
618003,904694632004
618004,904695852005
618023,9047406112018
618026,9047448abs/1606.079472016
618031,9046952192007
618032,9047240142003
618037,904658552019
618076,9046781292017
618082,9047448abs/1811.113592018
618096,9046812361992
618118,904683620142014
618144,9047145202004
618162,9046696442010
618170,904743422010
618185,9047448abs/1210.48622012
618194,904736631996
618196,90472251002014
618197,9046696291995
618198,9047117122012
618209,90473231202001
618210,9047448abs/1608.085892016
618217,9046997632011
618244,904734122008
618263,9046882462004
618265,9046693122006
618270,9047448abs/1309.50092013
618304,9047448abs/1806.112582018
618306,90466082982015
618308,9047079212009
618312,904731020172017
618313,9047448abs/1608.087792016
618326,9047441161984
618328,904714232011
618346,9046591851983
618352,9047129221987
618355,9046605232006
618358,9047448cmp-lg/95050361995
618366,90471691192015
618369,9046856692016
618383,904725992013
618389,904724662014
618411,9046914112001
618414,904706042013
618419,904733212012
618432,9047448abs/1202.58102012
618455,9047448abs/1812.035272018
618464,9047448abs/1706.029642017
618473,9047174182017
618475,9046998181984
618501,9047448abs/0910.32922009
618545,9047448abs/1608.013352016
618547,9046807302014
618568,9046743161999
618593,9047448abs/1703.103142017
618594,904687061976
618599,9047323344-3452019
618645,904652972011
618673,9046677161992
618680,9047083472009
618687,9046874991998
618705,904688341986
618708,9047448abs/1311.25422013
618712,9047448abs/1807.022322018
618725,9047448abs/1803.105872018
618726,90466221181999
618745,90467652003
618747,90466082272007
618762,9047448abs/1801.044202018
618785,9046828132003
618800,9047198211974
618808,9047448abs/1210.48732012
618810,9047273452008
618818,9046883262008
618843,9047448abs/1503.088892015
618850,904737272015
618870,904707792017
618872,9046582732011
618885,9047194362017
618904,9047025272015
618919,90466082742014
618929,9047355262017
618963,9047176172018
618964,904738812010
618980,904682041994
618985,9047167102012
619005,9047074171994
619015,9046677622009
619029,9047448abs/0808.40792008
619032,9046860232014
619034,9046667992012
619061,9047366152008
619074,90468742272015
619075,904735531994
619087,904724472015
619115,90469121502011
619125,9047448abs/1605.031702016
619126,9047448abs/0906.00802009
619127,9047448abs/1609.054022016
619146,9046689961999
619160,9047272602017
619169,9047448abs/1501.066832015
619177,9047448abs/1707.091682017
619178,9047194342015
619200,9046750852017
619227,9046969572014
619251,904677432012
619254,9047448abs/1710.087312017
619255,9047448abs/1811.120812018
619280,9047448abs/1801.006252018
619283,9047448abs/1612.012162016
619332,9047448abs/1411.38382014
619343,9047448abs/cond-mat/05100642005
619378,9047331162013
619387,9046830982017
619397,9046715272014
619402,9047221282011
619430,9047448abs/1811.093842018
619473,9047448abs/1802.032392018
619478,9047448abs/1207.11612012
619512,9047241622001
619519,9047169461997
619533,9046812401992
619539,9047448abs/1605.021342016
619543,9047448abs/1501.074172015
619564,9047448abs/1403.34622014
619566,90473641312012
619578,90473641482014
619596,904720241980
619613,9047448abs/1706.017402017
619621,9047001352005
619631,9047058131992
619680,9047232122014
619688,904719821955
619689,904705082016
619706,9047235102013
619716,904734172013
619723,904692922005
619740,9046888201998
619757,9046530101994
619775,9046936111991
619778,9047129181983
619792,9046974202014
619810,9047448abs/1610.018382016
619815,9046566662016
619830,9047448abs/1710.043442017
619831,904727819071996
619832,9047448abs/1510.031042015
619850,9047280252002
619890,904698792004
619893,904739081999
619909,9046566702016
619913,9047448abs/1804.077162018
619915,904738832012
619916,9047448abs/1803.081652018
619919,90469631352017
619923,904652922004
619926,9046844132003
619949,9046888372015
619968,904734652012
619990,904678612013
620002,9047448abs/1509.045812015
620017,904692832008
620030,9047448abs/1207.03162012
620049,90465281002018
620058,90474171682004
620065,904702642005
620070,9047448abs/1108.43152011
620080,9047448abs/0802.40022008
620090,90469051232000
620097,9046667822003
620103,904678520122012
620125,9047448abs/1805.120852018
620128,90473641292011
620158,9047081221986
620168,9046952252013
620246,9047448abs/1705.038202017
620247,9047448abs/1407.80322014
620260,9047448abs/1005.55742010
620271,904697222016
620322,9047448abs/1602.007632016
620326,9046531322015
620340,9047448abs/0801.41052008
620341,9046677492005
620347,904678762010
620351,9046713412006
620358,90473231642005
620433,9047448abs/1004.28882010
620441,904717622004
620442,904698711996
620449,90466952362019
620462,904717082006
620466,9046765222015
620468,9047448abs/1704.024702017
620496,9047448abs/1606.037012016
620515,904725042010
620523,904691552018
620526,90466221502006
620531,9047448abs/1506.084382015
620557,904721732012
620583,904683852004
620586,9046677892018
620590,9047448abs/1802.020942018
620605,9047350342007
620611,9047448abs/1803.036922018
620612,9046797271978
620635,9047448abs/1505.023882015
620643,9046802212011
620648,904734372016
620665,9047333522006
620673,9047448abs/0910.20662009
620696,9047448abs/1608.024842016
620702,9047448abs/1312.39132013
620704,9047342761997
620706,90473422172017
620717,9046638472013
620726,9046882381996
620730,90468741502003
620743,9046877272003
620744,90473231832006
620750,9046882482006
620769,904652411972
620771,904726672018
620805,9046631332005
620808,9046556192011
620811,9047407222012
620816,9047448abs/1802.091272018
620835,90472571322015
620860,9047448abs/1605.058382016
620868,9047448abs/1808.075882018
620875,9047448abs/1507.058772015
620880,9047448abs/1103.25932011
620881,9046798101961
620909,9047152872018
620916,9046861102005
620934,904739292010
620951,90473232452014
620955,9047448abs/1505.000012015
620966,9047344342008
620991,9046914162006
621000,9047448abs/1703.023402017
621005,90472251432018
621014,904727841122005
621019,90469121682016
621030,9047148212015
621032,9047448abs/1703.049152017
621040,9047448abs/cs/05081262005
621059,904703061981
621064,9047448abs/1605.068842016
621073,9046850202011
621083,9047448abs/1104.49592011
621084,9047448abs/1810.077662018
621095,9047304681999
621104,9047079252013
621111,9047333552009
621117,9047448abs/1605.042322016
621128,9047448abs/1804.065042018
621139,9047448abs/1507.072382015
621143,9047265262003
621151,9046674152018
621185,9047118531993
621195,90470462012008
621205,9047448abs/1501.036862015
621235,9046886132009
621237,9047025652017
621267,9047448abs/1601.001122016
621268,904719541973
621270,904729562012
621285,90473641502015
621289,904697782004
621291,9047448abs/1512.013372015
621311,9047366132006
621312,9047046912004
621331,9047330232018
621338,9046715182009
621346,9047448abs/1701.023842017
621347,9046581541992
621352,9047207522007
621368,904730822012
621383,9047163142010
621386,9046771211993
621391,9046898462015
621396,9047448abs/1404.64452014
621399,9047448abs/1609.059342016
621411,9047448abs/1809.022882018
621422,9047431352010
621458,9047273542017
621460,90473641202009
621470,9047095102013
621473,90471152052007
621483,9046677181994
621497,904723011994
621498,9047213112017
621535,9047448abs/0909.05372009
621560,9047402112017
621574,9046765192012
621582,9047448abs/0712.18692007
621590,904723982012
621611,90469981342018
621615,9047448abs/1805.044372018
621623,90473231041999
621625,9047261252017
621638,9047448abs/1809.110172018
621646,9047013131992
621655,9047448abs/1304.01452013
621664,904688152002
621675,9046703261985
621690,9047448cs.DC/04080352004
621692,9046939942016
621695,9046859121993
621718,9047169702004
621729,9047448abs/1611.024452016
621746,9046597201998
621772,9047448abs/1611.027392016
621780,90472491022017
621811,9047448abs/1610.086292016
621839,9046673501999
621884,9047448abs/1608.064272016
621886,9046998291988
621887,9047448abs/1201.52732012
621901,9047125572000
621906,9047280452009
621909,9047448abs/1805.037272018
621913,90472021072016
621916,9047342521994
621928,9047448abs/1812.053522018
621951,904702262007
621955,9047448abs/1606.093882016
621975,9047429172012
621995,9047407242014
622000,9047448abs/1810.133812018
622008,904676541997
622016,9047079292017
622047,90473422032016
622082,9047448cs.CR/01120162001
622093,9047448abs/1901.046562019
622096,90469631022015
622105,9047448abs/1703.079802017
622107,9047448abs/0805.02722008
622128,9046545712014
622139,9046869552014
622159,9047318471992
622186,904673171995
622206,9047448abs/1709.009642017
622211,9047058141993
622224,9046566692016
622241,904716362002
622246,9047267162005
622275,904691542017
622278,9047448abs/1410.44282014
622296,9046969622019
622299,904710562010
622305,9047448abs/1805.077232018
622319,9047064522007
622351,90471691072012
622353,90469921202001
622380,904730152008
622392,9047448abs/1810.017262018
622418,9046535192000
622473,904670421999
622478,9046715212011
622500,9046524452008
622523,90469051882008
622564,90469351552008
622570,9046673401989
622572,9047074181994
622581,9047412172012
622594,9047448abs/1506.003912015
622615,90468122562017
622619,9047448abs/1303.53922013
622633,904695412015
622644,9047448abs/0901.48762009
622660,9047104242003
622671,9047275121999
622677,904663722012
622685,9047448abs/1604.061952016
622707,9047432131985
622726,9046791672004
622731,9046829342017
622737,9047448abs/1812.056502018
622738,9046851262010
622746,9047198472000
622762,9047448abs/1512.061432015
622766,9046677812016
622776,9047448abs/1807.108502018
622807,9046731252013
622832,9047448abs/1804.064682018
622867,9047448abs/1411.40222014
622872,904712312009
622876,90473422052016
622882,9047448abs/1803.098202018
622900,904673051996
622902,904693862014
622904,9047448abs/1512.073142015
622906,9046807322016
622915,9047448abs/1708.052342017
622920,904693720182018
622922,90473511122012
622949,9047063332002
622966,9047448abs/1511.030862015
622982,9047448abs/1810.122412018
623002,9046611171996
623003,9047448abs/1110.56672011
623007,9046703151974
623014,90469051402002
623027,9047127232007
623033,9047448abs/1204.33482012
623036,9046998451993
623042,9047157202013
623061,9046611191998
623080,9047448abs/1901.090052019
623086,9047441111979
623093,9046968692001
623145,9046524502013
623149,9046721302006
623161,9047448abs/0710.47162007
623167,9047448abs/1601.056472016
623168,9047448abs/1612.055962016
623170,9047336752010
623210,9047448abs/1310.58122013
623230,9046675132010
623292,904735862001
623295,9047290101998
623316,9047205312015
623317,9047448abs/1209.56082012
623333,9046907252015
623344,9046877101986
623357,9047425132018
623361,904669351999
623375,90468742212015
623385,9047152502015
623393,9047448abs/1705.028992017
623410,904677452014
623443,9047448abs/1705.087302017
623447,9047448abs/1109.05962011
623472,9047448abs/1507.019342015
623475,9047448abs/1605.020972016
623479,9046952142002
623480,90470641152018
623485,904698352005
623499,9046868272004
623500,90469921352003
623527,9047448abs/0909.11462009
623553,9047448abs/1706.087012017
623557,9047448abs/1604.034242016
623563,9046917432014
623569,9046621352018
623573,90474171942012
623576,9047448abs/1805.095712018
623580,9047448abs/1705.073642017
623581,904693822010
623585,9047183311985
623586,9047448abs/1706.051712017
623626,9047119352005
623632,9046877231999
623649,9047058452015
623674,9046643152007
623684,9047448abs/1808.084162018
623688,9047448cs.CL/00070222000
623690,9047448abs/1507.034032015
623691,9047135172010
623694,9047448abs/1709.104362017
623695,9047364721996
623721,9047448abs/1511.050812015
623733,9047448abs/1805.115762018
623735,904727877312016
623736,9047448abs/1712.091622017
623737,9046874631993
623760,9047227362017
623772,9047448abs/1807.008912018
623775,904743571999
623783,9047448abs/1004.19382010
623794,9047448abs/1502.013672015
623818,9047432121984
623827,9047041122000
623829,9047262192005
623838,9046737182006
623843,904656412007
623855,9046617192015
623865,9047448abs/1012.20572010
623866,9047448abs/1112.57452011
623867,904694720102010
623873,9047448abs/1402.53512014
623882,90473421012000
623883,904703220082008
623892,90473231402003
623923,904664112009
623924,9046851512015
623925,904709092006
623940,9047432292001
623942,9046715252013
623953,9046606182010
623960,9047448abs/1804.109912018
623964,9047448abs/1605.062112016
623978,9047058522016
623999,904653081992
624013,90466952012016
624020,904659741989
624033,9047448abs/1711.091862017
624040,9047448abs/1705.062112017
624065,9047448abs/1501.062872015
624081,9047133232007
624091,9046751191975
624107,9046874231984
624110,9046856492011
624126,9047448abs/1004.22912010
624127,904726771996
624135,9047127172001
624192,9046597782017
624204,9047448abs/1801.051012018
624232,9047448abs/1103.24902011
624240,90469052432015
624259,9047448abs/1812.077292018
624264,9047243232016
624277,904726791998
624283,9046601442014
624286,9046728122018
624305,90469921522005
624310,9047448abs/math/06114332006
624311,904666912017
624351,9046672552004
624354,9047448abs/1801.027902018
624373,9046852122014
624382,9047183652019
624383,9047448abs/cs/05060622005
624393,9047448abs/1709.075522017
624408,9047448abs/1612.016102016
624423,9047448cs.DC/01010262001
624439,9046868302006
624454,9047160162012
624460,9046612351989
624487,9046698311995
624489,90469981092008
624499,9047448abs/1301.31922013
624519,904732252016
624520,9047448abs/1107.45242011
624535,9047400152001
624574,904715872016
624583,9047030392014
624586,904654920102010
624647,904719941970
624677,9046597332002
624693,9046791622003
624707,9047448abs/1704.040532017
624735,9047448abs/1806.038142018
624740,90469051812007
624754,9046851852018
624760,9047448abs/1409.81462014
624764,9047125712003
624769,9047448abs/1301.70642013
624773,9047448abs/0907.48772009
624774,9047448abs/1204.12552012
624786,9047448abs/1212.27782012
624806,904705322010
624807,904691481998
624820,9047448abs/1412.83132014
624831,9047265292006
624832,904667521999
624849,9047364761996
624850,904652471976
624855,904686461976
624857,9047448abs/1105.61902011
624864,904669831986
624876,90466083532018
624884,9047448abs/1408.11792014
624892,9047448abs/1509.063382015
624895,9046758222002
624920,90466082942015
624936,9047448abs/1507.033602015
624942,9047068322014
624961,90466082132006
624964,9047448abs/1403.70482014
624966,9047448abs/1109.60522011
624969,9046968601998
624983,9047448abs/1505.080882015
624986,9047448abs/1704.066932017
624997,9047109121991
625006,9047448abs/1703.026822017
625019,9047081341998
625031,9047196111998
625032,90470171082014
625035,9047448abs/1803.001922018
625049,9047448abs/0806.35362008
625050,9047448abs/1601.070022016
625058,9047448abs/1101.35742011
625063,904667791985
625076,9047448abs/1608.018462016
625090,9047448abs/1511.074712015
625095,9046870281998
625109,904728791992
625112,9047448abs/1812.027812018
625118,9046837992016
625132,9047448abs/1505.033562015
625133,9047448abs/1506.055432015
625144,9047125521998
625169,9047081151979
625177,9047448abs/1608.080152016
625218,904736752008
625230,9046808101998
625236,904727622004
625244,9047326522015
625247,9046801362000
625250,9047448abs/1810.096482018
625257,9047448abs/1512.052562015
625269,9047057252001
625308,9047174102009
625309,9046568162010
625310,9047259102014
625320,9047392132014
625348,9046667962011
625350,9047448abs/1812.080322018
625370,904712852013
625382,9046936212001
625432,90466952222018
625449,90471151481999
625893,904661772003
626099,9046881162013
626310,90466221402004
626622,9047448abs/1412.78132014
626649,90472251462018
626712,9047448abs/1301.27292013
626887,9047448abs/1807.104252018
626896,9047448abs/1511.052922015
626932,9047448abs/1301.07022013
626969,9047448abs/1112.47032011
627019,9047057392015
627055,90469051592004
627071,90467911352017
627103,9047448abs/1609.095822016
627232,9047448abs/1503.054262015
627270,9047448abs/1509.054992015
627295,9047448abs/1410.04852014
627307,9047448abs/1611.010422016
627511,9046773162014
627545,904685272009
627548,9047448abs/1407.81212014
627632,9047448abs/1301.60392013
627666,9047448abs/1109.68402011
627747,9046870472017
627755,9047448abs/1810.099582018
627765,9047448abs/1803.043292018
627770,9046535792019
627783,9046765212014
627865,9047267242013
627906,904676652014
627937,9046963722014
627984,9046672672016
627993,9047245132000
628047,9047448abs/1507.035132015
628309,904705811980
628349,9046742112017
628377,9046718322008
628460,9047448abs/1405.31642014
628483,9047386431996
628487,904727882412017
628519,904730071996
628533,904727311978
628545,9046565232014
628574,9047448abs/1804.050952018
628613,9047382161998
628670,904719621989
628705,9047448abs/1310.60632013
628806,9047448abs/1811.060392018
628918,904711182015
628928,9046877211997
628942,9047061182012
629024,904695692001
629159,904655381988
629228,9047448abs/1712.051332017
629428,9047227101992
629685,9047448abs/1105.58812011
629780,9047200452009
629833,9047448abs/1306.61302013
629845,904711371997
629936,9047448abs/1801.059892018
630083,9046916142018
630134,9047273422005
630203,9046760101996
630212,9047165162016
630340,9047001502014
630509,9047448abs/0711.26182007
630570,9047198391992
630594,9046528972018
630736,9047448abs/1111.24772011
630887,90466083412017
630903,9047448abs/1804.004902018
630904,9047046702002
630936,9047290252013
630967,9047047242016
630995,9046631402011
631027,9046765142007
631098,9046677402002
631232,904727874822015
631373,9047448abs/1301.22572013
631448,9047448abs/1812.003692018
631455,904727859262010
631460,90468011012015
631490,9047349172018
631505,90471151291996
631647,9047125772008
631667,904674482012
631865,9047016152010
631870,9047448abs/1008.48982010
632019,9047336291964
632046,9047448abs/0910.31272009
632094,904657532011
632132,904654920162016
632193,90474171872012
632232,904734042010
632257,9047336581993
632274,9046855172002
632300,9047263152012
632374,9047448abs/1712.015372017
632390,90466221111997
632413,9047448abs/1401.25172014
632495,9047241351987
632587,90473231472004
632658,9047448abs/1601.082212016
632690,9046677121988
632724,90469922312013
632869,9047019192004
632898,9047448abs/1901.005702019
632942,90469121672015
632958,9047448abs/1712.002562017
633000,9047448abs/1711.057012017
633006,9047448abs/1712.094052017
633034,9047114111967
633116,9047448abs/1701.026282017
633161,9046893672013
633164,904667731979
633195,90469052042010
633213,90469052702018
633231,9046939772016
633305,9047448abs/1809.027262018
633325,9047137322010
633327,9046896182006
633352,9046877161992
633363,904707872003
633378,9047337412009
633403,9047129271992
633405,904684512009
633419,9047448abs/1508.058082015
633433,90473421192002
633470,9047448abs/0805.42472008
633472,9046707232010
633479,90473422232017
633485,9047448abs/1405.42562014
633610,9047312652008
633665,904727850662007
633680,904669141996
633682,90473421422004
633793,90469051001997
633818,9047448abs/1505.022122015
633861,9047448abs/1809.059322018
633870,9047273382001
633944,9047064632012
634005,9047448abs/1412.72812014
634017,904693720152015
634026,9046883282010
634170,9047342911999
634227,9046968812005
634286,9047202742014
634287,9046969261983
634306,9047448abs/1703.099622017
634355,904736772010
634387,90473422422018
634388,904709712013
634400,9047198201973
634428,904714882013
634508,9047068222004
634669,9047448abs/1507.019022015
634705,9047101172017
634736,9047448abs/1607.082272016
634793,904669871989
634814,9046734102015
634817,9047448abs/1706.067202017
634877,904744012004
634882,9047451112015
634883,9047148142014
634892,9046812481994
634976,904662432005
635000,9046677151991
635022,9047448abs/1811.016352018
635048,9047448abs/1604.056002016
635092,904722362009
635096,9047019842016
635260,9047448abs/0904.14092009
635277,9047448abs/1801.028842018
635334,9047448abs/1801.004642018
635448,9047144132004
635546,9047448abs/1711.097262017
635589,904655311981
635968,9046743172000
636167,904670152014
636189,9047400292007
637174,904675566-II2019
637182,9046707132000
638661,9047196282016
638662,9047448abs/1112.33302011
638664,9046801522004
638682,9047448abs/1807.107522018
638684,9046797211972
638692,9047083452007
638700,90471152442015
638708,9047280402008
638723,9047414132005
638791,9046908192011
638799,90468011282016
638815,9047448abs/1208.36292012
638817,9047448abs/cs/06020732006
638821,9047448abs/1403.13622014
638831,9046598242014
638839,9046696342000
638841,9046601202002
638851,9047417741993
638861,904681592001
638876,9046566822017
638881,90468121642008
638884,90473232852016
638886,90470461942008
638891,904658882012
638898,9047448abs/1311.26612013
638925,9047448abs/1802.080372018
638938,9047046301999
638941,9046848391991
638952,9047448abs/1612.075782016
638961,9047109642009
638988,904727849632007
639051,9047104202002
639063,9047448abs/0905.07682009
639088,904682781994
639100,90466951702005
639102,904722412012
639124,9047448abs/1707.028872017
639130,90471151632000
639152,904738462011
639164,90466891612010
